,filename,fold,target,category,esc10,src_file,take
400,2-100648-A-43.wav,2.0,43.0,car_horn,False,100648.0,A
401,2-100786-A-1.wav,2.0,1.0,rooster,True,100786.0,A
402,2-101676-A-10.wav,2.0,10.0,rain,True,101676.0,A
403,2-102414-A-17.wav,2.0,17.0,pouring_water,False,102414.0,A
404,2-102414-B-17.wav,2.0,17.0,pouring_water,False,102414.0,B
405,2-102414-C-17.wav,2.0,17.0,pouring_water,False,102414.0,C
406,2-102414-D-17.wav,2.0,17.0,pouring_water,False,102414.0,D
407,2-102414-E-17.wav,2.0,17.0,pouring_water,False,102414.0,E
408,2-102414-F-17.wav,2.0,17.0,pouring_water,False,102414.0,F
409,2-102414-G-17.wav,2.0,17.0,pouring_water,False,102414.0,G
410,2-102435-A-37.wav,2.0,37.0,clock_alarm,False,102435.0,A
411,2-102567-A-35.wav,2.0,35.0,washing_machine,False,102567.0,A
412,2-102567-B-35.wav,2.0,35.0,washing_machine,False,102567.0,B
413,2-102567-C-35.wav,2.0,35.0,washing_machine,False,102567.0,C
414,2-102567-D-35.wav,2.0,35.0,washing_machine,False,102567.0,D
415,2-102568-A-35.wav,2.0,35.0,washing_machine,False,102568.0,A
416,2-102581-A-29.wav,2.0,29.0,drinking_sipping,False,102581.0,A
417,2-102581-B-29.wav,2.0,29.0,drinking_sipping,False,102581.0,B
418,2-102852-A-11.wav,2.0,11.0,sea_waves,True,102852.0,A
419,2-103423-A-3.wav,2.0,3.0,cow,False,103423.0,A
420,2-103424-A-3.wav,2.0,3.0,cow,False,103424.0,A
421,2-103426-A-3.wav,2.0,3.0,cow,False,103426.0,A
422,2-103427-A-3.wav,2.0,3.0,cow,False,103427.0,A
423,2-103428-A-3.wav,2.0,3.0,cow,False,103428.0,A
424,2-104105-A-19.wav,2.0,19.0,thunderstorm,False,104105.0,A
425,2-104105-B-19.wav,2.0,19.0,thunderstorm,False,104105.0,B
426,2-104168-A-32.wav,2.0,32.0,keyboard_typing,False,104168.0,A
427,2-104475-A-37.wav,2.0,37.0,clock_alarm,False,104475.0,A
428,2-104476-A-37.wav,2.0,37.0,clock_alarm,False,104476.0,A
429,2-104877-A-3.wav,2.0,3.0,cow,False,104877.0,A
430,2-104952-A-16.wav,2.0,16.0,wind,False,104952.0,A
431,2-104952-B-16.wav,2.0,16.0,wind,False,104952.0,B
432,2-105270-A-47.wav,2.0,47.0,airplane,False,105270.0,A
433,2-106014-A-44.wav,2.0,44.0,engine,False,106014.0,A
434,2-106015-A-44.wav,2.0,44.0,engine,False,106015.0,A
435,2-106015-B-44.wav,2.0,44.0,engine,False,106015.0,B
436,2-106019-A-13.wav,2.0,13.0,crickets,False,106019.0,A
437,2-106072-A-36.wav,2.0,36.0,vacuum_cleaner,False,106072.0,A
438,2-106073-A-36.wav,2.0,36.0,vacuum_cleaner,False,106073.0,A
439,2-106486-A-44.wav,2.0,44.0,engine,False,106486.0,A
440,2-106487-A-44.wav,2.0,44.0,engine,False,106487.0,A
441,2-106849-A-47.wav,2.0,47.0,airplane,False,106849.0,A
442,2-106881-A-39.wav,2.0,39.0,glass_breaking,False,106881.0,A
443,2-107228-A-44.wav,2.0,44.0,engine,False,107228.0,A
444,2-107228-B-44.wav,2.0,44.0,engine,False,107228.0,B
445,2-107351-A-20.wav,2.0,20.0,crying_baby,True,107351.0,A
446,2-107351-B-20.wav,2.0,20.0,crying_baby,True,107351.0,B
447,2-108017-A-24.wav,2.0,24.0,coughing,False,108017.0,A
448,2-108760-A-14.wav,2.0,14.0,chirping_birds,False,108760.0,A
449,2-108760-B-14.wav,2.0,14.0,chirping_birds,False,108760.0,B
450,2-108761-A-14.wav,2.0,14.0,chirping_birds,False,108761.0,A
451,2-108763-A-9.wav,2.0,9.0,crow,False,108763.0,A
452,2-108766-A-9.wav,2.0,9.0,crow,False,108766.0,A
453,2-108767-A-9.wav,2.0,9.0,crow,False,108767.0,A
454,2-108767-B-9.wav,2.0,9.0,crow,False,108767.0,B
455,2-108767-C-9.wav,2.0,9.0,crow,False,108767.0,C
456,2-109231-A-9.wav,2.0,9.0,crow,False,109231.0,A
457,2-109231-B-9.wav,2.0,9.0,crow,False,109231.0,B
458,2-109231-C-9.wav,2.0,9.0,crow,False,109231.0,C
459,2-109316-A-32.wav,2.0,32.0,keyboard_typing,False,109316.0,A
460,2-109371-A-16.wav,2.0,16.0,wind,False,109371.0,A
461,2-109371-B-16.wav,2.0,16.0,wind,False,109371.0,B
462,2-109371-C-16.wav,2.0,16.0,wind,False,109371.0,C
463,2-109371-D-16.wav,2.0,16.0,wind,False,109371.0,D
464,2-109374-A-16.wav,2.0,16.0,wind,False,109374.0,A
465,2-109505-A-21.wav,2.0,21.0,sneezing,True,109505.0,A
466,2-109759-A-26.wav,2.0,26.0,laughing,False,109759.0,A
467,2-109759-B-26.wav,2.0,26.0,laughing,False,109759.0,B
468,2-110010-A-5.wav,2.0,5.0,cat,False,110010.0,A
469,2-110011-A-5.wav,2.0,5.0,cat,False,110011.0,A
470,2-110417-A-28.wav,2.0,28.0,snoring,False,110417.0,A
471,2-110417-B-28.wav,2.0,28.0,snoring,False,110417.0,B
472,2-110613-A-13.wav,2.0,13.0,crickets,False,110613.0,A
473,2-110614-A-8.wav,2.0,8.0,sheep,False,110614.0,A
474,2-110614-B-8.wav,2.0,8.0,sheep,False,110614.0,B
475,2-112213-A-39.wav,2.0,39.0,glass_breaking,False,112213.0,A
476,2-112213-B-39.wav,2.0,39.0,glass_breaking,False,112213.0,B
477,2-114254-A-30.wav,2.0,30.0,door_wood_knock,False,114254.0,A
478,2-114280-A-0.wav,2.0,0.0,dog,True,114280.0,A
479,2-114587-A-0.wav,2.0,0.0,dog,True,114587.0,A
480,2-114609-A-28.wav,2.0,28.0,snoring,False,114609.0,A
481,2-114609-B-28.wav,2.0,28.0,snoring,False,114609.0,B
482,2-116400-A-0.wav,2.0,0.0,dog,True,116400.0,A
483,2-117116-A-37.wav,2.0,37.0,clock_alarm,False,117116.0,A
484,2-117271-A-0.wav,2.0,0.0,dog,True,117271.0,A
485,2-117330-A-28.wav,2.0,28.0,snoring,False,117330.0,A
486,2-117615-A-48.wav,2.0,48.0,fireworks,False,117615.0,A
487,2-117615-B-48.wav,2.0,48.0,fireworks,False,117615.0,B
488,2-117615-C-48.wav,2.0,48.0,fireworks,False,117615.0,C
